ameliorate,ameliorate,ameliorates,ameliorating,ameliorated,ameliorated
amend,amend,amends,amending,amended,amended
amerce,amerce,amerces,amercing,amerced,amerced
americanise,americanise,americanises,americanising,americanised,americanised
americanize,americanize,americanizes,americanizing,americanized,americanized
ammoniate,ammoniate,ammoniates,ammoniating,ammoniated,ammoniated
ammonify,ammonify,ammonifies,ammonifying,ammonified,ammonified
amnesty,amnesty,amnesties,amnestying,amnestied,amnestied
amortise,amortise,amortises,amortising,amortised,amortised
amortize,amortize,amortizes,amortizing,amortized,amortized
amount,amount,amounts,amounting,amounted,amounted
amplify,amplify,amplifies,amplifying,amplified,amplified
amputate,amputate,amputates,amputating,amputated,amputated
amuse,amuse,amuses,amusing,amused,amused
anaesthetise,anaesthetise,anaesthetises,anaesthetising,anaesthetised,anaesthetised
anaesthetize,anaesthetize,anaesthetizes,anaesthetizing,anaesthetized,anaesthetized
anagrammatize,anagrammatize,anagrammatizes,anagrammatizing,anagrammatized,anagrammatized
analogize,analogize,analogizes,analogizing,analogized,analogized
analyse,analyse,analyses,analysing,analysed,analysed
analyze,analyze,analyzes,analyzing,analyzed,analyzed
anastomose,anastomose,anastomoses,anastomosing,anastomosed,anastomosed
anathematize,anathematize,anathematizes,anathematizing,anathematized,anathematized
anatomize,anatomize,anatomizes,anatomizing,anatomized,anatomized
anchor,anchor,anchors,anchoring,anchored,anchored
anele,anele,aneles,aneling,aneled,aneled
anesthetise,anesthetise,anesthetises,anesthetising,anesthetised,anesthetised
anesthetize,anesthetize,anesthetizes,anesthetizing,anesthetized,anesthetized
anger,anger,angers,angering,angered,angered
angle,angle,angles,angling,angled,angled
angle-park,angle-park,angle-parks,angle-parking,angle-parked,angle-parked
anglicise,anglicise,anglicises,anglicising,anglicised,anglicised
anglicize,anglicize,anglicizes,anglicizing,anglicized,anglicized
anglify,anglify,anglifies,anglifying,anglified,anglified
anguish,anguish,anguishes,anguishing,anguished,anguished
angulate,angulate,angulates,angulating,angulated,angulated
animadvert,animadvert,animadverts,animadverting,animadverted,animadverted
animalize,animalize,animalizes,animalizing,animalized,animalized
animate,animate,animates,animating,animated,animated
ankylose,ankylose,ankyloses,ankylosing,ankylosed,ankylosed
anneal,anneal,anneals,annealing,annealed,annealed
annex,annex,annexes,annexing,annexed,annexed
annihilate,annihilate,annihilates,annihilating,annihilated,annihilated
annotate,annotate,annotates,annotating,annotated,annotated
announce,announce,announces,announcing,announced,announced
annoy,annoy,annoys,annoying,annoyed,annoyed
annualize,annualize,annualizes,annualizing,annualized,annualized
annul,annul,annuls,annulling,annulled,annulled
annunciate,annunciate,annunciates,annunciating,annunciated,annunciated
anodise,anodise,anodises,anodising,anodised,anodised
anodize,anodize,anodizes,anodizing,anodized,anodized
anoint,anoint,anoints,anointing,anointed,anointed
anonymise,anonymise,anonymises,anonymising,anonymised,anonymised
anonymize,anonymize,anonymizes,anonymizing,anonymized,anonymized
answer,answer,answers,answering,answered,answered
antagonise,antagonise,antagonises,antagonising,antagonised,antagonised
antagonize,antagonize,antagonizes,antagonizing,antagonized,antagonized
ante,ante,antes,anteing,anted,anted
antecede,antecede,antecedes,anteceding,anteceded,anteceded
antedate,antedate,antedates,antedating,antedated,antedated
antevert,antevert,anteverts,anteverting,anteverted,anteverted
anthologise,anthologise,anthologises,anthologising,anthologised,anthologised
anthologize,anthologize,anthologizes,anthologizing,anthologized,anthologized
anthropomorphize,anthropomorphize,anthropomorphizes,anthropomorphizing,anthropomorphized,anthropomorphized
anticipate,anticipate,anticipates,anticipating,anticipated,anticipated
antiquate,antiquate,antiquates,antiquating,antiquated,antiquated
antique,antique,antiques,antiquing,antiqued,antiqued
ape,ape,apes,aping,aped,aped
aphorize,aphorize,aphorizes,aphorizing,aphorized,aphorized
apocopate,apocopate,apocopates,apocopating,apocopated,apocopated
apologise,apologise,apologises,apologising,apologised,apologised
apologize,apologize,apologizes,apologizing,apologized,apologized
apostatize,apostatize,apostatizes,apostatizing,apostatized,apostatized
apostrophise,apostrophise,apostrophises,apostrophising,apostrophised,apostrophised
apostrophize,apostrophize,apostrophizes,apostrophizing,apostrophized,apostrophized
apotheosize,apotheosize,apotheosizes,apotheosizing,apotheosized,apotheosized
appal,appal,appals,appalling,appalled,appalled
appall,appall,appals,appalling,appalled,appalled
appeal,appeal,appeals,appealing,appealed,appealed
appear,appear,appears,appearing,appeared,appeared
appease,appease,appeases,appeasing,appeased,appeased
append,append,appends,appending,appended,appended
apperceive,apperceive,apperceives,apperceiving,apperceived,apperceived
appertain,appertain,appertains,appertaining,appertained,appertained
applaud,applaud,applauds,applauding,applauded,applauded
appliqu_e,appliqu_e,appliqu_es,appliqu_eing,appliqu_eed,appliqu_eed
apply,apply,applies,applying,applied,applied
appoint,appoint,appoints,appointing,appointed,appointed
apportion,apportion,apportions,apportioning,apportioned,apportioned
appose,appose,apposes,apposing,apposed,apposed
appraise,appraise,appraises,appraising,appraised,appraised
appreciate,appreciate,appreciates,appreciating,appreciated,appreciated
apprehend,apprehend,apprehends,apprehending,apprehended,apprehended
apprentice,apprentice,apprentices,apprenticing,apprenticed,apprenticed
apprise,apprise,apprises,apprising,apprised,apprised
apprize,apprize,apprizes,apprizing,apprized,apprized
approach,approach,approaches,approaching,approached,approached
approbate,approbate,approbates,approbating,approbated,approbated
appropriate,appropriate,appropriates,appropriating,appropriated,appropriated
approve,approve,approves,approving,approved,approved
approximate,approximate,approximates,approximating,approximated,approximated
apron,apron,aprons,aproning,aproned,aproned
aquaplane,aquaplane,aquaplanes,aquaplaning,aquaplaned,aquaplaned
aquatint,aquatint,aquatints,aquatinting,aquatinted,aquatinted
arbitrate,arbitrate,arbitrates,arbitrating,arbitrated,arbitrated
arc,arc,arcs,arcing,arced,arced
arch,arch,arches,arching,arched,arched
archaize,archaize,archaizes,archaizing,archaized,archaized
archive,archive,archives,archiving,archived,archived
argue,argue,argues,arguing,argued,argued
argufy,argufy,argufies,argufying,argufied,argufied
arise,arise,arises,arising,arose,arisen
arm,arm,arms,arming,armed,armed
armour,armour,armours,armouring,armoured,armoured
aromatize,aromatize,aromatizes,aromatizing,aromatized,aromatized
arouse,arouse,arouses,arousing,aroused,aroused
arraign,arraign,arraigns,arraigning,arraigned,arraigned
arrange,arrange,arranges,arranging,arranged,arranged
array,array,arrays,arraying,arrayed,arrayed
arrest,arrest,arrests,arresting,arrested,arrested
arrive,arrive,arrives,arriving,arrived,arrived
arrogate,arrogate,arrogates,arrogating,arrogated,arrogated
arse,arse,arses,arsing,arsed,arsed
arterialize,arterialize,arterializes,arterializing,arterialized,arterialized
article,article,articles,articling,articled,articled
articulate,articulate,articulates,articulating,articulated,articulated
artificialize,artificialize,artificializes,artificializing,artificialized,artificialized
aryanize,aryanize,aryanizes,aryanizing,aryanized,aryanized
ascend,ascend,ascends,ascending,ascended,ascended
ascertain,ascertain,ascertains,ascertaining,ascertained,ascertained
ascribe,ascribe,ascribes,ascribing,ascribed,ascribed
ask,ask,asks,asking,asked,asked
asperse,asperse,asperses,aspersing,aspersed,aspersed
asphalt,asphalt,asphalts,asphalting,asphalted,asphalted
asphyxiate,asphyxiate,asphyxiates,asphyxiating,asphyxiated,asphyxiated
aspirate,aspirate,aspirates,aspirating,aspirated,aspirated
aspire,aspire,aspires,aspiring,aspired,aspired
assail,assail,assails,assailing,assailed,assailed
assassinate,assassinate,assassinates,assassinating,assassinated,assassinated
assault,assault,assaults,assaulting,assaulted,assaulted
assay,assay,assays,assaying,assayed,assayed
assemble,assemble,assembles,assembling,assembled,assembled
assent,assent,assents,assenting,assented,assented
assert,assert,asserts,asserting,asserted,asserted
assess,assess,assesses,assessing,assessed,assessed
asseverate,asseverate,asseverates,asseverating,asseverated,asseverated
assibilate,assibilate,assibilates,assibilating,assibilated,assibilated
assign,assign,assigns,assigning,assigned,assigned
assimilate,assimilate,assimilates,assimilating,assimilated,assimilated
assist,assist,assists,assisting,assisted,assisted
associate,associate,associates,associating,associated,associated
assoil,assoil,assoils,assoiling,assoiled,assoiled
assort,assort,assorts,assorting,assorted,assorted
assuage,assuage,assuages,assuaging,assuaged,assuaged
assume,assume,assumes,assuming,assumed,assumed
assure,assure,assures,assuring,assured,assured
asterisk,asterisk,asterisks,asterisking,asterisked,asterisked
astonish,astonish,astonishes,astonishing,astonished,astonished
astound,astound,astounds,astounding,astounded,astounded
astrict,astrict,astricts,astricting,astricted,astricted
atomise,atomise,atomises,atomising,atomised,atomised
atomize,atomize,atomizes,atomizing,atomized,atomized
atone,atone,atones,atoning,atoned,atoned
atrophy,atrophy,atrophies,atrophying,atrophied,atrophied
attach,attach,attaches,attaching,attached,attached
attack,attack,attacks,attacking,attacked,attacked
attain,attain,attains,attaining,attained,attained
attaint,attaint,attaints,attainting,attainted,attainted
attemper,attemper,attempers,attempering,attempered,attempered
attempt,attempt,attempts,attempting,attempted,attempted
attend,attend,attends,attending,attended,attended
attenuate,attenuate,attenuates,attenuating,attenuated,attenuated
attest,attest,attests,attesting,attested,attested
attire,attire,attires,attiring,attired,attired
attitudinize,attitudinize,attitudinizes,attitudinizing,attitudinized,attitudinized
attorn,attorn,attorns,attorning,attorned,attorned
attract,attract,attracts,attracting,attracted,attracted
attribute,attribute,attributes,attributing,attributed,attributed
attune,attune,attunes,attuning,attuned,attuned
auction,auction,auctions,auctioning,auctioned,auctioned
auctioneer,auctioneer,auctioneers,auctioneering,auctioneered,auctioneered
audit,audit,audits,auditing,audited,audited
audition,audition,auditions,auditioning,auditioned,auditioned
augment,augment,augments,augmenting,augmented,augmented
augur,augur,augurs,auguring,augured,augured
auscultate,auscultate,auscultates,auscultating,auscultated,auscultated
auspicate,auspicate,auspicates,auspicating,auspicated,auspicated
australianize,australianize,australianizes,australianizing,australianized,australianized
authenticate,authenticate,authenticates,authenticating,authenticated,authenticated
author,author,authors,authoring,authored,authored
authorise,authorise,authorises,authorising,authorised,authorised
authorize,authorize,authorizes,authorizing,authorized,authorized
autoclave,autoclave,autoclaves,autoclaving,autoclaved,autoclaved
autocomplete,autocomplete,autocompletes,autocompleting,autocompleted,autocompleted
autograph,autograph,autographs,autographing,autographed,autographed
autolyze,autolyze,autolyzes,autolyzing,autolyzed,autolyzed
automate,automate,automates,automating,automated,automated
automatize,automatize,automatizes,automatizing,automatized,automatized
autosave,autosave,autosaves,autosaving,autosaved,autosaved
autotomize,autotomize,autotomizes,autotomizing,autotomized,autotomized
avail,avail,avails,availing,availed,availed
avalanche,avalanche,avalanches,avalanching,avalanched,avalanched
avenge,avenge,avenges,avenging,avenged,avenged
aver,aver,avers,averring,averred,averred
average,average,averages,averaging,averaged,averaged
avert,avert,averts,averting,averted,averted
aviate,aviate,aviates,aviating,aviated,aviated
avoid,avoid,avoids,avoiding,avoided,avoided
avouch,avouch,avouches,avouching,avouched,avouched
avow,avow,avows,avowing,avowed,avowed
await,await,awaits,awaiting,awaited,awaited
awake,awake,awakes,awaking,awoke,awoken
awaken,awaken,awakens,awakening,awakened,awakened
award,award,awards,awarding,awarded,awarded
awe,awe,awes,awing,awed,awed
axe,axe,axes,axing,axed,axed
azotize,azotize,azotizes,azotizing,azotized,azotized
baa,baa,baas,baaing,baaed,baaed
babbitt,babbitt,babbitts,babbitting,babbitted,babbitted
babble,babble,babbles,babbling,babbled,babbled
baby,baby,babies,babying,babied,babied
babysit,babysit,babysits,babysitting,babysat,babysat
back,back,backs,backing,backed,backed
back-burner,back-burner,back-burners,back-burnering,back-burnered,back-burnered
back-heel,back-heel,back-heels,back-heeling,back-heeled,back-heeled
back-pedal,back-pedal,back-pedals,back-pedalling,back-pedalled,back-pedalled
backbite,backbite,backbites,backbiting,backbit,backbitten
backburner,backburner,backburners,backburnering,backburnered,backburnered
backcomb,backcomb,backcombs,backcombing,backcombed,backcombed
backcross,backcross,backcrosses,backcrossing,backcrossed,backcrossed
backdate,backdate,backdates,backdating,backdated,backdated
backfill,backfill,backfills,backfilling,backfilled,backfilled
backfire,backfire,backfires,backfiring,backfired,backfired
backhand,backhand,backhands,backhanding,backhanded,backhanded
backheel,backheel,backheels,backheeling,backheeled,backheeled
backlight,backlight,backlights,backlighting,backlit,backlit
backlink,backlink,backlinks,backlinking,backlinked,backlinked
backpack,backpack,backpacks,backpacking,backpacked,backpacked
backpedal,backpedal,backpedals,backpedalling,backpedalled,backpedalled
backslide,backslide,backslides,backsliding,backslid;backslided,backslidden;backslided
backspace,backspace,backspaces,backspacing,backspaced,backspaced
backstitch,backstitch,backstitches,backstitching,backstitched,backstitched
backstroke,backstroke,backstrokes,backstroking,backstroked,backstroked
backtrack,backtrack,backtracks,backtracking,backtracked,backtracked
backwash,backwash,backwashes,backwashing,backwashed,backwashed
backwater,backwater,backwaters,backwatering,backwatered,backwatered
bad-mouth,bad-mouth,bad-mouths,bad-mouthing,bad-mouthed,bad-mouthed
badger,badger,badgers,badgering,badgered,badgered
badmouth,badmouth,badmouths,badmouthing,badmouthed,badmouthed
baffle,baffle,baffles,baffling,baffled,baffled
bag,bag,bags,bagging,bagged,bagged
bail,bail,bails,bailing,bailed,bailed
bait,bait,baits,baiting,baited,baited
baize,baize,baizes,baizing,baized,baized
bake,bake,bakes,baking,baked,baked
baksheesh,baksheesh,baksheeshes,baksheeshing,baksheeshed,baksheeshed
balance,balance,balances,balancing,balanced,balanced
bale,bale,bales,baling,baled,baled
balk,balk,balks,balking,balked,balked
balkanise,balkanise,balkanises,balkanising,balkanised,balkanised
balkanize,balkanize,balkanizes,balkanizing,balkanized,balkanized
ball,ball,balls,balling,balled,balled
ballast,ballast,ballasts,ballasting,ballasted,ballasted
balloon,balloon,balloons,ballooning,ballooned,ballooned
ballot,ballot,ballots,balloting,balloted,balloted
balls,balls,ballses,ballsing,ballsed,ballsed
ballyhoo,ballyhoo,ballyhoos,ballyhooing,ballyhooed,ballyhooed
ballyrag,ballyrag,ballyrags,ballyragging,ballyragged,ballyragged
bamboozle,bamboozle,bamboozles,bamboozling,bamboozled,bamboozled
ban,ban,bans,banning,banned,banned
band,band,bands,banding,banded,banded
bandage,bandage,bandages,bandaging,bandaged,bandaged
bandy,bandy,bandies,bandying,bandied,bandied
bang,bang,bangs,banging,banged,banged
banish,banish,banishes,banishing,banished,banished
bank,bank,banks,banking,banked,banked
bankroll,bankroll,bankrolls,bankrolling,bankrolled,bankrolled
bankrupt,bankrupt,bankrupts,bankrupting,bankrupted,bankrupted
banquet,banquet,banquets,banqueting,banqueted,banqueted
bant,bant,bants,banting,banted,banted
banter,banter,banters,bantering,bantered,bantered
baptise,baptise,baptises,baptising,baptised,baptised
baptize,baptize,baptizes,baptizing,baptized,baptized
bar,bar,bars,barring,barred,barred
bar-hop,bar-hop,bar-hops,bar-hopping,bar-hopped,bar-hopped
barbarize,barbarize,barbarizes,barbarizing,barbarized,barbarized
barbecue,barbecue,barbecues,barbecuing,barbecued,barbecued
barber,barber,barbers,barbering,barbered,barbered
barde,barde,bards,barding,barded,barded
bare,bare,bares,baring,bared,bared
barf,barf,barfs,barfing,barfed,barfed
bargain,bargain,bargains,bargaining,bargained,bargained
barge,barge,barges,barging,barged,barged
barhop,barhop,barhops,barhopping,barhopped,barhopped
bark,bark,barks,barking,barked,barked
barnstorm,barnstorm,barnstorms,barnstorming,barnstormed,barnstormed
barrack,barrack,barracks,barracking,barracked,barracked
barrage,barrage,barrages,barraging,barraged,barraged
barrel,barrel,barrels,barrelling,barrelled,barrelled
barrel-roll,barrel-roll,barrel-rolls,barrel-rolling,barrel-rolled,barrel-rolled
barricade,barricade,barricades,barricading,barricaded,barricaded
barter,barter,barters,bartering,bartered,bartered
base,base,bases,basing,based,based
bash,bash,bashes,bashing,bashed,bashed
basify,basify,basifies,basifying,basified,basified
bask,bask,basks,basking,basked,basked
basset,basset,bassets,basseting,basseted,basseted
bastardise,bastardise,bastardises,bastardising,bastardised,bastardised
bastardize,bastardize,bastardizes,bastardizing,bastardized,bastardized
baste,baste,bastes,basting,basted,basted
bastinado,bastinado,bastinadoes,bastinadoing,bastinadoed,bastinadoed
bat,bat,bats,batting,batted,batted
batch,batch,batches,batching,batched,batched
bate,bate,bates,bating,bated,bated
batfowl,batfowl,batfowls,batfowling,batfowled,batfowled
bath,bath,baths,bathing,bathed,bathed
bathe,bathe,bathes,bathing,bathed,bathed
batten,batten,battens,battening,battened,battened
batter,batter,batters,battering,battered,battered
battle,battle,battles,battling,battled,battled
